City,Station,Date,PM2.5,PM10,NO2,SO2,CO,O3
Chennai,Station_B,1/17/2023 5:00,280,158,118,20,3.13,99
Kolkata,Station_D,1/17/2023 6:00,226,314,10,41,2.02,151
Chennai,Station_D,1/17/2023 7:00,279,244,141,6,4.84,76
Delhi,Station_A,1/17/2023 8:00,103,189,56,39,2.83,15
Bangalore,Station_B,1/17/2023 9:00,249,116,112,36,4.61,164
Mumbai,Station_C,1/17/2023 10:00,218,143,55,36,1.85,13
Hyderabad,Station_C,1/17/2023 11:00,104,156,64,28,0.59,53
Delhi,Station_A,1/17/2023 12:00,80,329,92,56,0.72,12
Bangalore,Station_C,1/17/2023 13:00,81,342,107,85,0.75,19
Delhi,Station_C,1/17/2023 14:00,71,192,70,76,2.25,56
Hyderabad,Station_A,1/17/2023 15:00,283,129,89,63,1.49,52
Hyderabad,Station_A,1/17/2023 16:00,116,58,76,35,4.45,83
Mumbai,Station_A,1/17/2023 17:00,225,368,181,66,2.46,77
Mumbai,Station_C,1/17/2023 18:00,70,241,153,73,3.85,63
Bangalore,Station_D,1/17/2023 19:00,34,335,195,68,3.91,63
Mumbai,Station_C,1/17/2023 20:00,138,74,43,40,4.77,38
Bangalore,Station_A,1/17/2023 21:00,197,204,85,80,3.25,46
Bangalore,Station_D,1/17/2023 22:00,122,393,167,83,1.21,64
Mumbai,Station_B,1/17/2023 23:00,141,240,160,96,2.51,143
Mumbai,Station_D,1/18/2023 0:00,161,88,61,73,4.49,106
Mumbai,Station_A,1/18/2023 1:00,37,298,144,38,4,138
Bangalore,Station_D,1/18/2023 2:00,65,142,143,98,1.06,119
Hyderabad,Station_A,1/18/2023 3:00,61,389,105,95,1.86,42
Bangalore,Station_C,1/18/2023 4:00,42,269,70,96,3.9,56
Mumbai,Station_B,1/18/2023 5:00,47,361,76,21,4.22,85
Chennai,Station_C,1/18/2023 6:00,188,257,159,87,3.57,21
Bangalore,Station_D,1/18/2023 7:00,266,280,43,9,0.84,120
Bangalore,Station_C,1/18/2023 8:00,112,62,48,65,1.55,40
Delhi,Station_B,1/18/2023 9:00,193,194,135,74,0.71,28
Mumbai,Station_C,1/18/2023 10:00,265,180,29,32,1.45,46
Bangalore,Station_D,1/18/2023 11:00,256,51,66,50,2.39,148
Chennai,Station_C,1/18/2023 12:00,93,337,53,96,3.02,58
Hyderabad,Station_A,1/18/2023 13:00,44,61,42,12,1.36,77
Mumbai,Station_D,1/18/2023 14:00,213,251,34,13,3.16,136
Hyderabad,Station_A,1/18/2023 15:00,83,391,118,59,1.16,161
Chennai,Station_B,1/18/2023 16:00,115,203,144,12,4.35,28
Chennai,Station_C,1/18/2023 17:00,215,294,142,87,2.48,119
Delhi,Station_A,1/18/2023 18:00,296,105,47,83,4.37,150
Chennai,Station_C,1/18/2023 19:00,252,227,173,90,1.71,55
Delhi,Station_D,1/18/2023 20:00,191,364,164,7,1.22,170
Chennai,Station_A,1/18/2023 21:00,170,205,129,86,1.88,104
Mumbai,Station_D,1/18/2023 22:00,119,74,43,61,3.23,76
Delhi,Station_B,1/18/2023 23:00,32,300,78,71,3.07,174
Kolkata,Station_C,1/19/2023 0:00,218,172,128,80,1.08,95
Delhi,Station_D,1/19/2023 1:00,67,287,120,85,4.88,128
Delhi,Station_A,1/19/2023 2:00,20,193,174,34,1.77,163
Hyderabad,Station_C,1/19/2023 3:00,293,53,12,57,1.96,56
Hyderabad,Station_C,1/19/2023 4:00,171,173,60,14,1.05,153
Mumbai,Station_D,1/19/2023 5:00,87,375,39,55,4.75,119
Chennai,Station_A,1/19/2023 6:00,130,338,70,61,2.77,81
Bangalore,Station_A,1/19/2023 7:00,171,191,175,47,1.11,140
Chennai,Station_B,1/19/2023 8:00,136,306,15,91,3.08,105
Bangalore,Station_A,1/19/2023 9:00,262,127,103,32,2.19,27
Kolkata,Station_C,1/19/2023 10:00,203,251,23,98,1.13,37
Kolkata,Station_C,1/19/2023 11:00,240,204,191,17,0.6,160
Bangalore,Station_A,1/19/2023 12:00,290,351,164,47,2.74,13
Kolkata,Station_B,1/19/2023 13:00,104,136,119,21,1.69,77
Chennai,Station_C,1/19/2023 14:00,269,138,121,24,4.8,16
Kolkata,Station_A,1/19/2023 15:00,200,158,49,95,4.07,26
Chennai,Station_B,1/19/2023 16:00,213,99,66,45,3.04,154
Bangalore,Station_D,1/19/2023 17:00,293,284,71,45,0.91,19
Kolkata,Station_B,1/19/2023 18:00,131,289,96,29,2.39,116
Bangalore,Station_C,1/19/2023 19:00,260,361,153,59,2.13,10
Mumbai,Station_B,1/19/2023 20:00,21,241,190,93,2.82,76
Chennai,Station_B,1/19/2023 21:00,118,378,194,16,4.93,74
Mumbai,Station_D,1/19/2023 22:00,106,98,74,73,4.09,90
Kolkata,Station_D,1/19/2023 23:00,79,169,116,31,4.41,168
Kolkata,Station_D,1/20/2023 0:00,73,50,52,72,2.48,86
Chennai,Station_D,1/20/2023 1:00,83,60,90,61,2.78,73
Hyderabad,Station_A,1/20/2023 2:00,136,203,197,54,4.43,93
Delhi,Station_D,1/20/2023 3:00,112,265,134,48,2,153
Hyderabad,Station_C,1/20/2023 4:00,161,234,112,81,4.75,59
Mumbai,Station_B,1/20/2023 5:00,292,363,199,5,1.67,129
Delhi,Station_B,1/20/2023 6:00,284,391,10,17,3.2,89
Hyderabad,Station_B,1/20/2023 7:00,249,119,29,53,1.83,120
Delhi,Station_C,1/20/2023 8:00,235,395,43,75,4.01,158
Bangalore,Station_B,1/20/2023 9:00,61,148,67,97,1.83,20
Kolkata,Station_C,1/20/2023 10:00,22,115,199,19,3.93,51
Delhi,Station_B,1/20/2023 11:00,230,111,138,51,2.62,143
Mumbai,Station_C,1/20/2023 12:00,132,297,118,95,1.12,53
Bangalore,Station_A,1/20/2023 13:00,169,149,47,26,0.99,10
Delhi,Station_A,1/20/2023 14:00,91,318,41,80,3.89,59
Kolkata,Station_A,1/20/2023 15:00,35,312,16,63,4.78,168
Chennai,Station_C,1/20/2023 16:00,97,293,141,12,4.2,29
Kolkata,Station_B,1/20/2023 17:00,186,282,188,8,2.69,40
Hyderabad,Station_D,1/20/2023 18:00,155,142,122,34,4.02,52
Chennai,Station_D,1/20/2023 19:00,22,107,120,46,1.31,141
Kolkata,Station_C,1/20/2023 20:00,101,79,51,51,2.87,22
Hyderabad,Station_D,1/20/2023 21:00,57,340,97,17,2.25,63
Mumbai,Station_A,1/20/2023 22:00,163,136,112,29,2.34,153
Bangalore,Station_B,1/20/2023 23:00,117,78,156,36,4.79,178
Kolkata,Station_C,1/21/2023 0:00,47,160,31,36,2.54,88
Mumbai,Station_A,1/21/2023 1:00,160,135,103,77,2.69,12
Chennai,Station_B,1/21/2023 2:00,42,68,168,86,3.87,17
Chennai,Station_B,1/21/2023 3:00,86,230,151,52,3.03,69
Kolkata,Station_B,1/21/2023 4:00,57,98,71,41,2.4,86
Mumbai,Station_D,1/21/2023 5:00,110,350,199,14,4.84,54
Delhi,Station_D,1/21/2023 6:00,37,161,14,62,2.51,153
Mumbai,Station_D,1/21/2023 7:00,287,213,81,52,4.34,41
Bangalore,Station_C,1/21/2023 8:00,112,309,182,15,4.72,127
Bangalore,Station_D,1/21/2023 9:00,268,169,32,37,1.9,89
Hyderabad,Station_D,1/21/2023 10:00,160,379,152,33,3.78,127
Hyderabad,Station_C,1/21/2023 11:00,98,111,127,66,1.2,125
Delhi,Station_A,1/21/2023 12:00,254,249,188,22,3.99,134
Mumbai,Station_B,1/21/2023 13:00,21,342,24,42,2.45,113
Kolkata,Station_B,1/21/2023 14:00,48,245,128,83,4.35,153
Bangalore,Station_B,1/21/2023 15:00,291,54,12,87,1.88,52
Bangalore,Station_A,1/21/2023 16:00,73,240,180,26,4.68,93
Hyderabad,Station_D,1/21/2023 17:00,88,62,68,21,4.77,144
Kolkata,Station_A,1/21/2023 18:00,275,272,55,46,1.25,150
Delhi,Station_C,1/21/2023 19:00,42,224,93,74,2.22,152
Delhi,Station_A,1/21/2023 20:00,256,211,158,9,4.88,95
Chennai,Station_C,1/21/2023 21:00,117,347,39,70,4.99,69
Hyderabad,Station_B,1/21/2023 22:00,276,52,43,8,2.58,137
Mumbai,Station_B,1/21/2023 23:00,52,135,152,98,4.5,50
Bangalore,Station_D,1/22/2023 0:00,142,352,117,95,4.93,179
Delhi,Station_C,1/22/2023 1:00,191,181,28,59,3.55,140
Delhi,Station_D,1/22/2023 2:00,264,82,98,46,1.03,68
Chennai,Station_C,1/22/2023 3:00,31,97,56,89,3.11,26
Delhi,Station_B,1/22/2023 4:00,211,70,31,54,2.24,94
Delhi,Station_D,1/22/2023 5:00,50,106,41,72,1.71,56
Hyderabad,Station_B,1/22/2023 6:00,247,339,49,14,4.93,39
Mumbai,Station_D,1/22/2023 7:00,86,165,190,5,4.44,84
Mumbai,Station_C,1/22/2023 8:00,80,209,116,93,4.86,164
Kolkata,Station_B,1/22/2023 9:00,109,241,25,46,1.77,90
Hyderabad,Station_B,1/22/2023 10:00,216,148,21,93,3.53,172
Bangalore,Station_D,1/22/2023 11:00,146,251,163,44,1.4,31
Delhi,Station_A,1/22/2023 12:00,99,197,25,6,1.16,66
Kolkata,Station_A,1/22/2023 13:00,190,358,122,56,4.51,80
Kolkata,Station_B,1/22/2023 14:00,281,260,51,20,3.45,31
Bangalore,Station_D,1/22/2023 15:00,101,91,53,92,0.85,77
Bangalore,Station_A,1/22/2023 16:00,203,161,160,43,3.16,62
Hyderabad,Station_B,1/22/2023 17:00,265,275,56,19,3.11,121
Bangalore,Station_C,1/22/2023 18:00,87,260,22,24,0.53,124
Hyderabad,Station_B,1/22/2023 19:00,285,359,150,52,1.26,95
Chennai,Station_A,1/22/2023 20:00,236,262,102,63,1.7,174
Bangalore,Station_A,1/22/2023 21:00,201,217,22,95,3.7,131
Delhi,Station_C,1/22/2023 22:00,231,380,99,57,2.01,45
Mumbai,Station_D,1/22/2023 23:00,169,348,51,19,4.68,53
Mumbai,Station_A,1/23/2023 0:00,21,253,53,44,4.11,92
Hyderabad,Station_D,1/23/2023 1:00,177,267,199,66,2.22,153
Mumbai,Station_D,1/23/2023 2:00,86,66,94,77,1.95,26
Kolkata,Station_D,1/23/2023 3:00,295,122,179,16,3.52,47
Mumbai,Station_C,1/23/2023 4:00,106,306,173,64,2.01,10
Chennai,Station_D,1/23/2023 5:00,188,182,155,33,4.74,20
Delhi,Station_D,1/23/2023 6:00,285,185,152,17,3.34,13
Chennai,Station_B,1/23/2023 7:00,127,300,98,17,2.36,10
Mumbai,Station_A,1/23/2023 8:00,200,245,79,26,3.85,47
Chennai,Station_B,1/23/2023 9:00,71,355,174,31,3.38,36
Mumbai,Station_A,1/23/2023 10:00,103,196,84,88,3.57,146
Bangalore,Station_C,1/23/2023 11:00,191,320,78,8,2.39,168
Bangalore,Station_A,1/23/2023 12:00,163,179,148,33,2.55,76
Bangalore,Station_B,1/23/2023 13:00,293,183,13,77,1.93,27
Kolkata,Station_D,1/23/2023 14:00,92,359,80,99,3.93,71
Kolkata,Station_D,1/23/2023 15:00,47,371,21,40,3.63,153
Delhi,Station_D,1/23/2023 16:00,226,200,15,66,1.69,13
Kolkata,Station_C,1/23/2023 17:00,111,75,114,75,0.94,17
Delhi,Station_C,1/23/2023 18:00,158,264,131,7,3.54,45
Chennai,Station_D,1/23/2023 19:00,234,82,143,74,0.72,145
Delhi,Station_A,1/23/2023 20:00,101,285,180,79,2.43,22
Kolkata,Station_D,1/23/2023 21:00,105,226,109,87,2.37,49
Delhi,Station_C,1/23/2023 22:00,68,297,100,95,4.68,138
Mumbai,Station_A,1/23/2023 23:00,201,150,192,92,2.52,129
Bangalore,Station_D,1/24/2023 0:00,151,399,181,71,1.26,84
Bangalore,Station_C,1/24/2023 1:00,259,314,141,87,1.51,160
Hyderabad,Station_B,1/24/2023 2:00,205,164,14,88,1.86,66
Hyderabad,Station_C,1/24/2023 3:00,125,274,168,50,4.45,82
Mumbai,Station_D,1/24/2023 4:00,105,384,83,88,1.69,96
Kolkata,Station_A,1/24/2023 5:00,111,70,155,58,1.43,43
Chennai,Station_B,1/24/2023 6:00,174,345,50,14,3.11,176
Mumbai,Station_D,1/24/2023 7:00,54,316,169,39,4.64,20
Hyderabad,Station_A,1/24/2023 8:00,41,240,142,69,1.15,85
Chennai,Station_C,1/24/2023 9:00,30,240,169,85,2.05,122
Chennai,Station_A,1/24/2023 10:00,113,332,44,43,2.2,120
Delhi,Station_D,1/24/2023 11:00,284,215,168,8,3.32,178
Kolkata,Station_D,1/24/2023 12:00,111,198,137,26,4.87,155
Mumbai,Station_B,1/24/2023 13:00,39,69,74,22,2.94,154
Mumbai,Station_B,1/24/2023 14:00,99,261,72,60,3.25,112
Delhi,Station_D,1/24/2023 15:00,137,300,60,49,2.59,90
Delhi,Station_A,1/24/2023 16:00,220,356,94,78,1.53,40
Mumbai,Station_B,1/24/2023 17:00,218,127,191,14,1.53,36
Delhi,Station_C,1/24/2023 18:00,54,176,62,19,2.54,99
Kolkata,Station_C,1/24/2023 19:00,125,207,84,62,2.54,117
Bangalore,Station_B,1/24/2023 20:00,47,380,100,34,2.14,14
Hyderabad,Station_D,1/24/2023 21:00,37,211,171,55,2.26,165
Delhi,Station_B,1/24/2023 22:00,102,264,41,58,2.59,83
Delhi,Station_B,1/24/2023 23:00,209,233,144,43,1.51,132
Delhi,Station_B,1/25/2023 0:00,86,391,180,87,1.39,69
Kolkata,Station_A,1/25/2023 1:00,56,251,173,23,4.52,175
Delhi,Station_D,1/25/2023 2:00,78,323,72,71,3.87,106
Bangalore,Station_D,1/25/2023 3:00,40,144,29,57,4.53,118
Kolkata,Station_C,1/25/2023 4:00,116,173,81,18,2.68,97
Mumbai,Station_B,1/25/2023 5:00,254,246,185,70,2.54,20
Kolkata,Station_D,1/25/2023 6:00,32,398,15,26,2.19,18
Delhi,Station_B,1/25/2023 7:00,296,328,43,81,1.08,132
Chennai,Station_A,1/25/2023 8:00,116,213,69,40,1.78,45
Hyderabad,Station_D,1/25/2023 9:00,272,342,88,76,2.75,106
Kolkata,Station_A,1/25/2023 10:00,132,60,130,27,0.89,135
Delhi,Station_A,1/25/2023 11:00,138,173,82,6,3.89,177
Hyderabad,Station_A,1/25/2023 12:00,130,125,69,80,2.34,87
Delhi,Station_B,1/25/2023 13:00,107,220,150,61,4.6,169
Kolkata,Station_A,1/25/2023 14:00,161,329,110,57,2.95,43
Hyderabad,Station_D,1/25/2023 15:00,65,385,55,32,2.04,22
Kolkata,Station_D,1/25/2023 16:00,53,140,103,24,3.13,164
Mumbai,Station_D,1/25/2023 17:00,236,116,128,63,4.55,79
Kolkata,Station_D,1/25/2023 18:00,30,235,52,19,4.73,148
Delhi,Station_B,1/25/2023 19:00,139,168,74,32,3.03,178
Kolkata,Station_B,1/25/2023 20:00,292,61,67,74,3.47,114
Hyderabad,Station_A,1/25/2023 21:00,253,351,194,57,1.23,101
Delhi,Station_B,1/25/2023 22:00,290,107,194,63,0.88,84
Delhi,Station_B,1/25/2023 23:00,98,304,58,92,3.51,178
Bangalore,Station_B,1/26/2023 0:00,258,338,147,65,3.39,159
Hyderabad,Station_C,1/26/2023 1:00,102,242,116,87,4.56,38
Kolkata,Station_A,1/26/2023 2:00,212,132,163,70,4.88,33
Chennai,Station_D,1/26/2023 3:00,237,208,170,7,4.06,91
Delhi,Station_D,1/26/2023 4:00,148,66,151,30,1.18,103
Kolkata,Station_D,1/26/2023 5:00,83,309,33,6,1.07,74
Bangalore,Station_A,1/26/2023 6:00,265,256,81,7,0.6,64
Hyderabad,Station_C,1/26/2023 7:00,141,147,175,81,4.36,159
Mumbai,Station_C,1/26/2023 8:00,60,132,91,49,4.6,137
Mumbai,Station_B,1/26/2023 9:00,130,211,112,62,1.12,10
Kolkata,Station_A,1/26/2023 10:00,285,252,19,28,4.3,99
Delhi,Station_A,1/26/2023 11:00,147,303,54,58,3.96,161
Hyderabad,Station_C,1/26/2023 12:00,219,326,80,9,1.86,166
Hyderabad,Station_C,1/26/2023 13:00,213,80,53,34,2.71,13
Kolkata,Station_A,1/26/2023 14:00,140,73,96,13,0.89,55
Chennai,Station_B,1/26/2023 15:00,174,68,72,94,4.11,103
Kolkata,Station_C,1/26/2023 16:00,221,96,131,22,0.59,169
Delhi,Station_A,1/26/2023 17:00,54,78,135,39,4.31,62
Delhi,Station_A,1/26/2023 18:00,100,68,12,98,1.26,160
Hyderabad,Station_A,1/26/2023 19:00,197,104,105,25,1.55,93
Delhi,Station_A,1/26/2023 20:00,285,156,160,35,4.65,41
Delhi,Station_B,1/26/2023 21:00,168,296,70,24,1.64,158
Kolkata,Station_C,1/26/2023 22:00,251,367,130,45,3.42,96
Mumbai,Station_B,1/26/2023 23:00,138,352,188,87,2.71,99
Bangalore,Station_D,1/27/2023 0:00,124,384,130,32,4.92,81
Kolkata,Station_C,1/27/2023 1:00,30,371,37,69,4.29,83
Delhi,Station_B,1/27/2023 2:00,131,123,33,85,4.06,162
Hyderabad,Station_D,1/27/2023 3:00,260,227,100,32,3.49,52
Mumbai,Station_C,1/27/2023 4:00,64,211,152,69,0.81,50
Hyderabad,Station_D,1/27/2023 5:00,256,374,99,57,3.92,56
Bangalore,Station_D,1/27/2023 6:00,103,190,121,36,3.21,131
Bangalore,Station_B,1/27/2023 7:00,161,309,110,92,2.05,93
Kolkata,Station_D,1/27/2023 8:00,39,112,29,21,4.5,178
Chennai,Station_B,1/27/2023 9:00,188,155,20,77,4.9,125
Mumbai,Station_B,1/27/2023 10:00,59,305,132,5,1.92,47
Delhi,Station_B,1/27/2023 11:00,193,328,118,67,1.96,23
Kolkata,Station_D,1/27/2023 12:00,54,307,194,64,3.9,143
Bangalore,Station_D,1/27/2023 13:00,68,149,33,82,2.38,58
Chennai,Station_B,1/27/2023 14:00,212,218,130,6,0.78,147
Kolkata,Station_B,1/27/2023 15:00,219,380,79,86,1.26,103
Kolkata,Station_B,1/27/2023 16:00,192,100,44,8,1.2,78
Kolkata,Station_C,1/27/2023 17:00,125,361,103,45,1.97,73
Mumbai,Station_B,1/27/2023 18:00,260,91,14,43,2.51,64
Hyderabad,Station_B,1/27/2023 19:00,201,77,107,56,1.9,53
Hyderabad,Station_A,1/27/2023 20:00,137,256,104,98,0.68,116
Mumbai,Station_A,1/27/2023 21:00,57,313,70,91,3.51,61
Delhi,Station_A,1/27/2023 22:00,160,330,188,5,4.3,49
Hyderabad,Station_B,1/27/2023 23:00,193,261,127,27,1.88,146
Hyderabad,Station_D,1/28/2023 0:00,284,128,16,6,1.83,91
Hyderabad,Station_D,1/28/2023 1:00,186,366,155,33,4.63,12
Bangalore,Station_C,1/28/2023 2:00,40,91,165,62,3.25,90
Kolkata,Station_C,1/28/2023 3:00,213,107,25,33,1.93,173
Hyderabad,Station_D,1/28/2023 4:00,33,244,64,87,3.68,128
Chennai,Station_C,1/28/2023 5:00,149,246,112,38,4.68,79
Kolkata,Station_B,1/28/2023 6:00,292,55,76,92,4.29,127
Hyderabad,Station_C,1/28/2023 7:00,114,225,141,21,4.48,43
Delhi,Station_B,1/28/2023 8:00,224,128,179,16,1.27,95
Bangalore,Station_B,1/28/2023 9:00,258,379,25,12,3.04,14
Delhi,Station_B,1/28/2023 10:00,209,74,121,95,1.65,88
Chennai,Station_A,1/28/2023 11:00,179,298,188,73,2.04,153
Hyderabad,Station_B,1/28/2023 12:00,188,142,48,48,1.98,142
Chennai,Station_B,1/28/2023 13:00,110,333,133,64,2.09,170
Chennai,Station_D,1/28/2023 14:00,256,342,74,17,2.83,22
Kolkata,Station_C,1/28/2023 15:00,267,142,50,93,2.01,163
Bangalore,Station_D,1/28/2023 16:00,45,102,89,36,3.99,166
Hyderabad,Station_A,1/28/2023 17:00,245,372,175,30,3.51,111
Kolkata,Station_C,1/28/2023 18:00,35,316,80,71,3.17,131
Chennai,Station_A,1/28/2023 19:00,179,151,143,58,4.89,142
Bangalore,Station_C,1/28/2023 20:00,56,265,28,72,2.96,18
Bangalore,Station_D,1/28/2023 21:00,272,346,35,77,2.83,142
Delhi,Station_C,1/28/2023 22:00,297,187,116,98,2.19,169
Chennai,Station_C,1/28/2023 23:00,84,198,75,10,3.62,19
Chennai,Station_D,1/29/2023 0:00,46,390,193,29,1.97,92
Mumbai,Station_C,1/29/2023 1:00,42,96,93,30,2.28,69
Chennai,Station_B,1/29/2023 2:00,116,321,195,34,1.09,108
Mumbai,Station_D,1/29/2023 3:00,266,212,129,57,3.8,61
Mumbai,Station_D,1/29/2023 4:00,285,191,184,76,1.02,44
Hyderabad,Station_D,1/29/2023 5:00,136,364,19,47,0.67,87
Delhi,Station_B,1/29/2023 6:00,68,214,14,66,1.86,89
Chennai,Station_C,1/29/2023 7:00,177,60,185,60,2.54,11
Delhi,Station_B,1/29/2023 8:00,293,56,76,82,2.6,55
Chennai,Station_A,1/29/2023 9:00,196,63,154,5,1.94,127
Mumbai,Station_D,1/29/2023 10:00,289,273,97,99,4.42,66
Delhi,Station_C,1/29/2023 11:00,180,259,113,37,2.99,59
Mumbai,Station_C,1/29/2023 12:00,240,73,42,29,2.28,39
Delhi,Station_B,1/29/2023 13:00,170,237,65,21,2.83,166
Delhi,Station_D,1/29/2023 14:00,264,229,33,46,4.16,76
Delhi,Station_C,1/29/2023 15:00,21,86,45,68,1.34,154
Kolkata,Station_A,1/29/2023 16:00,232,360,27,59,1.98,150
Delhi,Station_D,1/29/2023 17:00,225,374,42,19,1.1,172
Hyderabad,Station_C,1/29/2023 18:00,35,322,87,31,2.69,96
Kolkata,Station_C,1/29/2023 19:00,281,331,199,41,2.65,169
Bangalore,Station_A,1/29/2023 20:00,227,198,108,60,4.17,148
Kolkata,Station_C,1/29/2023 21:00,241,130,124,52,3.97,95
Mumbai,Station_B,1/29/2023 22:00,164,345,173,78,2.96,75
Bangalore,Station_B,1/29/2023 23:00,138,232,164,21,3.91,63
Mumbai,Station_A,1/30/2023 0:00,106,399,66,6,1.59,155
Chennai,Station_C,1/30/2023 1:00,46,347,18,45,4.6,169
Delhi,Station_B,1/30/2023 2:00,86,209,69,84,1.65,112
Chennai,Station_C,1/30/2023 3:00,121,260,103,27,4.3,179
Delhi,Station_D,1/30/2023 4:00,24,315,151,47,1.18,10
Chennai,Station_D,1/30/2023 5:00,149,53,36,61,1.33,125
Kolkata,Station_A,1/30/2023 6:00,137,146,66,29,4.33,126
Hyderabad,Station_D,1/30/2023 7:00,47,359,101,86,0.65,72
Delhi,Station_B,1/30/2023 8:00,274,130,124,41,3.34,98
Mumbai,Station_B,1/30/2023 9:00,50,139,160,34,4.1,98
Chennai,Station_C,1/30/2023 10:00,162,73,160,21,5,43
Chennai,Station_C,1/30/2023 11:00,222,393,82,36,1.79,46
Hyderabad,Station_B,1/30/2023 12:00,24,336,63,74,4.53,100
Bangalore,Station_B,1/30/2023 13:00,273,231,96,23,4.8,117
Mumbai,Station_A,1/30/2023 14:00,206,311,117,86,2.41,65
Kolkata,Station_B,1/30/2023 15:00,213,95,40,76,4.28,70
Hyderabad,Station_B,1/30/2023 16:00,192,181,152,72,2.62,116
Delhi,Station_B,1/30/2023 17:00,53,52,108,27,3.29,103
Delhi,Station_C,1/30/2023 18:00,44,238,71,64,3.25,53
Chennai,Station_A,1/30/2023 19:00,134,161,133,12,1.48,69
Mumbai,Station_A,1/30/2023 20:00,163,243,39,71,1.67,54
Hyderabad,Station_A,1/30/2023 21:00,297,56,47,18,1.81,34
Chennai,Station_A,1/30/2023 22:00,46,150,89,84,2.03,110
Mumbai,Station_A,1/30/2023 23:00,245,266,31,42,1.43,128
Delhi,Station_B,1/31/2023 0:00,201,189,96,70,3.08,38
Hyderabad,Station_B,1/31/2023 1:00,295,325,154,11,4.13,145
Mumbai,Station_C,1/31/2023 2:00,170,376,57,26,2.43,33
Hyderabad,Station_D,1/31/2023 3:00,21,278,20,89,4.03,118
Chennai,Station_D,1/31/2023 4:00,78,322,155,42,1.57,151
Kolkata,Station_B,1/31/2023 5:00,204,200,60,52,4.7,137
Delhi,Station_B,1/31/2023 6:00,119,245,193,58,2.99,121
Delhi,Station_B,1/31/2023 7:00,281,189,188,22,4.57,135
Hyderabad,Station_C,1/31/2023 8:00,198,334,156,89,4.7,64
Bangalore,Station_D,1/31/2023 9:00,39,113,170,53,3.48,65
Chennai,Station_B,1/31/2023 10:00,86,131,189,14,3.91,42
Hyderabad,Station_B,1/31/2023 11:00,29,166,26,32,3.69,27
Kolkata,Station_B,1/31/2023 12:00,54,191,133,21,2.66,159
Delhi,Station_A,1/31/2023 13:00,173,147,69,51,0.97,161
Bangalore,Station_D,1/31/2023 14:00,25,101,12,59,4.62,11
Bangalore,Station_D,1/31/2023 15:00,111,383,128,89,4.29,103
Chennai,Station_B,1/31/2023 16:00,258,253,151,10,4.56,119
Bangalore,Station_C,1/31/2023 17:00,210,224,18,86,2.35,22
Delhi,Station_B,1/31/2023 18:00,243,229,136,62,4.82,135
Mumbai,Station_D,1/31/2023 19:00,68,360,97,45,1.3,101
Delhi,Station_C,1/31/2023 20:00,220,213,68,22,2.69,10
Bangalore,Station_D,1/31/2023 21:00,99,130,108,41,4.97,50
Mumbai,Station_B,1/31/2023 22:00,234,278,130,59,3.61,176
Delhi,Station_A,1/31/2023 23:00,179,286,44,32,2.98,47
Bangalore,Station_A,2/1/2023 0:00,240,237,125,17,1.67,98
Bangalore,Station_A,2/1/2023 1:00,238,187,66,20,3.89,25
Bangalore,Station_D,2/1/2023 2:00,293,345,133,60,1.98,111
Chennai,Station_A,2/1/2023 3:00,242,182,21,33,4.9,158
Bangalore,Station_C,2/1/2023 4:00,229,90,41,15,2.67,59
Kolkata,Station_D,2/1/2023 5:00,259,73,162,93,0.78,75
Chennai,Station_C,2/1/2023 6:00,213,359,197,10,1.33,62
Bangalore,Station_A,2/1/2023 7:00,151,139,154,15,4.09,172
Mumbai,Station_C,2/1/2023 8:00,52,177,180,11,0.81,43
Delhi,Station_A,2/1/2023 9:00,212,75,197,43,0.75,61
Chennai,Station_B,2/1/2023 10:00,234,331,12,22,1.36,172
Kolkata,Station_C,2/1/2023 11:00,193,89,16,5,2.38,143
Bangalore,Station_B,2/1/2023 12:00,193,226,71,88,3.5,87
Chennai,Station_B,2/1/2023 13:00,64,301,97,28,2.74,107
Delhi,Station_A,2/1/2023 14:00,103,134,97,50,2.74,94
Kolkata,Station_D,2/1/2023 15:00,292,186,191,18,2.06,154
Kolkata,Station_A,2/1/2023 16:00,232,341,38,54,4.9,10
Chennai,Station_C,2/1/2023 17:00,36,240,119,51,0.72,131
Delhi,Station_A,2/1/2023 18:00,158,94,56,82,1.58,31
Delhi,Station_A,2/1/2023 19:00,207,116,21,36,3.81,144
Delhi,Station_B,2/1/2023 20:00,138,225,25,36,2.44,136
Kolkata,Station_B,2/1/2023 21:00,213,374,61,5,0.56,70
Mumbai,Station_D,2/1/2023 22:00,204,64,136,35,4.18,23
Mumbai,Station_B,2/1/2023 23:00,96,154,195,29,1.32,23
Chennai,Station_D,2/2/2023 0:00,147,257,110,37,1.96,60
Hyderabad,Station_D,2/2/2023 1:00,204,367,100,16,1.44,74
Hyderabad,Station_A,2/2/2023 2:00,31,92,75,94,0.74,45
Bangalore,Station_C,2/2/2023 3:00,290,133,38,57,4.51,38
Chennai,Station_A,2/2/2023 4:00,83,367,36,20,2.5,43
Bangalore,Station_A,2/2/2023 5:00,141,103,45,31,2.12,90
Kolkata,Station_A,2/2/2023 6:00,169,353,61,23,3.08,95
Hyderabad,Station_B,2/2/2023 7:00,60,166,79,64,0.55,108
Chennai,Station_B,2/2/2023 8:00,263,228,17,68,3.94,148
Kolkata,Station_B,2/2/2023 9:00,106,240,95,33,4.27,149
Kolkata,Station_A,2/2/2023 10:00,195,335,63,93,2.89,20
